seed,flat_ba,flat_oa,hier_ba_no_tta,hier_oa_no_tta,hier_ba_tta,hier_oa_tta,delta_hier_tta_minus_flat_ba,delta_hier_tta_minus_flat_oa
0,0.6655538302277433,0.9243856332703214,0.8633281573498965,0.7315689981096408,0.8795807453416149,0.7504725897920604,0.21402691511387162,-0.17391304347826098
